id,country,date,item_name,iap_price
1C91E019A6B349FBA63233528F1F0099,United States,30-Oct-23,budget,1.99
BC3BA5F6D7024DF3AF2E253C66DD954A,United States,25-Dec-23,budget,1.99
A87D86FBF0754DED8A4FF70B6FCCA51F,United States,26-Dec-23,budget,1.99
2A07E2D8F8F14238BC1934D9900D20C0,United States,20-Jan-24,budget,1.99
BB0BE1B3526A459B8C13D1E8B5904042,United States,26-Jan-24,budget,1.99
59561537C55743A9BD576DF020C07873,United States,1-Feb-24,everything,34.99
73A505AF04694578AF7F6389D100459A,United States,5-Feb-24,budget,1.99
221AE05FF3CE40E9B8CD6C22F146C8DF,United States,6-Feb-24,everything,34.99
259C25279045410DB733407852A149FC,United States,6-Feb-24,budget,1.99
763C00CA1E5A4F93905453532BA7AAFB,United States,8-Feb-24,budget,1.99
0e3fea730c2f06f67a34f24ac35199c2,Pakistan,9-Feb-24,hot_del,0.41
0e3fea730c2f06f67a34f24ac35199c2,Pakistan,9-Feb-24,hot_del,0.41
98F9676216B94023B4461AD686E1ABE4,United States,15-Feb-24,essential,0.99
5341f9567192284a723c78734c1245ce,United States,15-Feb-24,essential,0.99
E05B1676B1BC42EBBA2AFBD875D5B456,United States,16-Feb-24,steal,9.99
CE8DD212522642A496C7AE00324933B4,United States,17-Feb-24,bargain,4.99
06D30912A17D452F893D3D7AF5838BE9,United States,18-Feb-24,bargain,4.99
D676161EBC764108800630F29C8D466C,United States,18-Feb-24,essential,0.99
554b530c64320dd0fc42a5f3dd7f3609,United States,20-Feb-24,budget,1.99
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
0e35ff677e36f78416948831a8b68b9e,Egypt,21-Feb-24,hot_del,0.57
229FC244FBCA465589433CA167D3E5B5,United States,22-Feb-24,budget,1.99
229FC244FBCA465589433CA167D3E5B5,United States,22-Feb-24,budget,1.99
A2EB7C2FCB2A45DEBDB77BBF485E4EB4,United States,22-Feb-24,budget,1.99
B1A1A1BFF785481699BD6DAFC709F69F,United States,23-Feb-24,budget,1.99
B1A1A1BFF785481699BD6DAFC709F69F,United States,23-Feb-24,budget,1.99
6b185d8c304e83903123c84657ad5529,United States,23-Feb-24,budget,1.99
D5E36BA3CAF04D22912A3A2A39F940C2,United States,24-Feb-24,bargain,4.99
D8787C279B9D47028F50AA67604C9ABA,United States,24-Feb-24,bargain,4.99
D8787C279B9D47028F50AA67604C9ABA,United States,24-Feb-24,budget,1.99
3D8324F4DA204332B9BA7092E5ACF242,United States,24-Feb-24,essential,0.99
D8787C279B9D47028F50AA67604C9ABA,United States,24-Feb-24,essential,0.99
b066206469824112993ef2282913ac64,Turkey,25-Feb-24,all_cars,24.99
C021D943BF3F4FB7882D4197E48F0936,United States,26-Feb-24,all_cars,29.99
09D4224F5CD54B0AA69427D53B064715,United States,26-Feb-24,bargain,4.99
1399d9c447a709fa223515e0c79016e9,Russia,27-Feb-24,all_cars,24.99
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,everything,0.5
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,bargain,0.45
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,bargain,0.45
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,best_buy,0.82
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,best_buy,0.82
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,best_buy,0.82
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,best_buy,19.99
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,best_buy,19.99
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,budget,0.62
E99A770097DC4F31BB2FFDA516FB8A78,United States,27-Feb-24,essential,0.99
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,hot_del,0.95
1399d9c447a709fa223515e0c79016e9,Russia,27-Feb-24,muscle,7.99
1a5539eab37efc515d5f79351370be45,Afghanistan,27-Feb-24,steal,0.24
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,911,0.76
937bfbec5948c6aac1d4d8be5c2861d2,United States,28-Feb-24,all_cars,0.49
407a13b2a497c6ed8e6479ec67181032,Brazil,28-Feb-24,all_cars,0.53
bc14cbc4ec42e874443ffbd04ab28b25,India,28-Feb-24,all_cars,0.74
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,all_cars,0.82
6abd9e918a6774379f8491ead2c427f9,United States,28-Feb-24,all_cars,24.99
32bcccfa9a8dc80a9716dda29d2223a9,United States,28-Feb-24,everything,0.18
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,everything,0.75
38c6fad5f7c067320e7fd31e6159bbdb,Namibia,28-Feb-24,everything,29.99
265df11b7d7743b80177fd1d6864670b,Brazil,28-Feb-24,everything,29.99
6abd9e918a6774379f8491ead2c427f9,United States,28-Feb-24,everything,29.99
92e31bb957df79a87e36450b13e46d4f,Pakistan,28-Feb-24,everything,29.99
D7EA6A4B74734F38961066B30F03A68B,United Arab Emirates,28-Feb-24,everything,34.99
32bcccfa9a8dc80a9716dda29d2223a9,United States,28-Feb-24,bargain,0.35
32bcccfa9a8dc80a9716dda29d2223a9,United States,28-Feb-24,bargain,0.35
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,bargain,0.42
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,bargain,0.42
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,bargain,0.42
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,bargain,0.42
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,bargain,0.42
407a13b2a497c6ed8e6479ec67181032,Brazil,28-Feb-24,bargain,0.74
937bfbec5948c6aac1d4d8be5c2861d2,United States,28-Feb-24,bargain,0.79
69051257f211d56f1f7c940c94edf5b8,United States,28-Feb-24,bargain,4.99
bb2866f3a282ec57b93067747d1ad379,Brazil,28-Feb-24,best_buy,0
bc14cbc4ec42e874443ffbd04ab28b25,India,28-Feb-24,best_buy,0.76
937bfbec5948c6aac1d4d8be5c2861d2,United States,28-Feb-24,best_buy,0.8
937bfbec5948c6aac1d4d8be5c2861d2,United States,28-Feb-24,best_buy,0.8
407a13b2a497c6ed8e6479ec67181032,Brazil,28-Feb-24,best_buy,0.93
38c6fad5f7c067320e7fd31e6159bbdb,Namibia,28-Feb-24,best_buy,19.99
265df11b7d7743b80177fd1d6864670b,Brazil,28-Feb-24,best_buy,19.99
265df11b7d7743b80177fd1d6864670b,Brazil,28-Feb-24,best_buy,19.99
265df11b7d7743b80177fd1d6864670b,Brazil,28-Feb-24,best_buy,19.99
bcdd5b71d1e0088d96dd030979fc9c5c,Russia,28-Feb-24,best_buy,19.99
6abd9e918a6774379f8491ead2c427f9,United States,28-Feb-24,best_buy,19.99
6abd9e918a6774379f8491ead2c427f9,United States,28-Feb-24,best_buy,19.99
6abd9e918a6774379f8491ead2c427f9,United States,28-Feb-24,best_buy,19.99
